ST7-001,全能的守護者,【啟動】 【1回合1次】 <[Y]> <從自己的手牌將1個餅乾放置到休息區> 選擇最多1個對手的餅乾。對它造成2點傷害。,[Y][Y][Y],來自森林的保護,3,,
ST7-002,觀光的好日子,【登場時】 如果自己的休息區LV總和達到2或以上，則這個餅乾獲得HP+1點。,[Y],小島導覽,1,,
ST7-003,,,[Y][Y][Y][Y],清爽的力量!,4,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
ST7-004,,,[W],輕快的步伐,1,,
ST7-005,,,[Y][Y] ,處理申訴,2,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
ST7-006,,,[Y][Y][Y],Jellius Blastio!,3,,從牌庫抽最多1張牌。
ST7-007,,,[Y][Y][Y],綠葉魔法,3,,將這個餅乾移回手牌。
ST7-008,妖精王國守護者,【登場時】 如果自己的戰鬥區或休息區有LV.3的[千年古樹餅乾]，則從自己的休息區選擇最多1個[Y]且為LV.1的餅乾。將它放置到棄牌區。,[Y][Y][Y],堅定意志,3,然後， 如果自己的休息區LV總和達到4或以上，則造成1點傷害。,
ST7-009,,,[W][W][W],演奏里拉琴,3,,
ST7-010,千年氣息,【啟動】 【1回合1次】 <棄1張手牌> 選擇最多1個剩餘HP為4點或以下自己的餅乾。它獲得HP+1點。,[Y][Y][Y],淨化的閃光,3,然後，<從自己的手牌棄1張具有FLIP的餅乾卡> 從牌庫抽最多2張牌。,
ST7-011,,,[Y][Y] ,神聖氣息,2,然後，如果這個餅乾剩餘HP為2點或以下，且自己的戰鬥區有LV.3的[千年古樹餅乾]，則這個餅乾獲得HP+1點。,
ST7-012,吉拿棒族戰士,【阻擋】 <[Y]> (當對手的餅乾攻擊時，你可以改為由這個餅乾承受該攻擊。),[Y][W],吉拿棒手臂鎧甲,1,,
ST7-013,,<[Y][Y]> <從自己的棄牌區將1個[Y]餅乾放置到休息區> 選擇最多1個對手的餅乾。對它造成2點傷害。,,,,,
ST7-014,,<[Y]> 如果自己的戰鬥區或休息區有LV.3的[千年古樹餅乾]，則選擇最多1個自己的餅乾。它獲得HP+1點。,,,,,
ST7-015,,<[Y][Y]> 如果自己的戰鬥區或休息區有LV.3的[千年古樹餅乾]，則在這個回合中，自己的所有餅乾攻擊傷害分別+1點。,,,,,
ST7-016,,<[Y][Y]> 選擇最多1個剩餘HP為2點或以下對手的餅乾。在對手的下個活躍階段，無法將它改為活躍狀態。,,,,,
ST7-017,,<[Y]> 選擇最多1個對手的餅乾。在這個回合中，它的攻擊傷害-1點。然後，如果自己的休息區LV總和達到4或以上，則它的攻擊傷害再-1點。,,,,,
ST7-018,,<[Y][Y]> 自己的所有餅乾分別獲得HP+1點。,,,,,
ST7-019,,<[Y]> <從自己的手牌將1個餅乾放置到休息區> 選擇最多1個對手的餅乾。對它造成1點傷害。,,,,,
ST7-020,,<[Y]> 將這張牌放置到場景區。\n【啟動】 <[Y]> <將這張牌改為疲勞狀態> 在這個回合中，如果自己的餅乾曾獲得過HP，則從牌庫抽最多1張牌。,,,,,
