ST9-001,,,[W][W][W],閃耀的海洋寶石,3,,
ST9-002,,,[W],暖心問候,1,,
ST9-003,,,[B][B][B],細心呵護,3,,將這個餅乾移回手牌。
ST9-004,,,[B][B][B],閃亮的眼神,3,,從牌庫抽最多1張牌。
ST9-005,命運的力量,【阻擋】 <[B]> (當對手的餅乾攻擊時，你可以改為由這個餅乾承受該攻擊。),[B][W],控制天氣,1,,
ST9-006,宿命之海,【啟動】 【1回合1次】 如果自己的手牌為5張或更少，則從牌庫抽1張牌。,[B][B][B],激起蔚藍海浪,3,然後，<棄2張手牌> 對對手的所有餅乾分別造成1點傷害。,
ST9-007,海螺號角的迴響,【啟動】 【1回合1次】 如果自己的手牌為3張或更少，則從牌庫抽1張牌。,[B][B][B],星海夜曲,2,,
ST9-008,珊瑚盔甲,【登場時】 <從自己的戰鬥區將1個LV.2或以下的餅乾移回手牌> 這個餅乾獲得HP+1點。,[B][B][B],緋紅三叉戟,3,,
ST9-009,大海的真心,當這個餅乾因自己的[海妖精餅乾]的效果而從自己的手牌放置到棄牌區時，從牌庫抽最多1張牌。,[B],冰冷水滴,1,,
ST9-010,,,[B][B],我的夢想是成為搖滾巨星!,2,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
ST9-011,,,[B][B][B][B],水母束縛,4,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
ST9-012,海洋的呼吸,【登場時】 如果自己的手牌為4張或更少，則從牌庫抽最多2張牌。,[B][B],寶石人魚的力量,2,然後，<你可以支付[B]> 如果自己的戰鬥區有[海妖精餅乾]，則選擇最多1個對手的餅乾。對它造成1點傷害。,
ST9-013,,<[B]> <從自己的手牌棄1張[B]牌> 從牌庫抽最多2張牌。,,,,,
ST9-014,,<[B][B]> <棄3張手牌> 選擇最多1個自己的餅乾。它獲得HP+2點。,,,,,
ST9-015,,<[B]> 如果自己的手牌為5張或更少，則從牌庫抽最多1張牌。然後，選擇最多1個剩餘HP為5點或以下自己的[海妖精餅乾]。它獲得HP+1點。,,,,,
ST9-016,,<[B][B]> <棄3張手牌> 選擇最多1個對手的餅乾。對它造成3點傷害。,,,,,
ST9-017,,<[B][B][B]> 選擇最多1個對手的餅乾。在這個回合中，它的攻擊傷害-3點。然後，如果自己的手牌為3張或更少，則從牌庫抽最多2張牌。,,,,,
ST9-018,,<[B]> 選擇最多1個對手的餅乾。在這個回合中，它的攻擊傷害-1點。然後，<棄1張手牌> 它的攻擊傷害再-1點。,,,,,
ST9-019,,<[B]> 選擇最多1個對手的餅乾。在這個回合中，它的攻擊傷害-1點。然後，<棄2張手牌> 選擇最多1個剩餘HP為2點或以上對手的餅乾。對它造成1點傷害。,,,,,
ST9-020,,<[B]> 將這張牌放置到場景區。\n【啟動】 <將這張牌改為疲勞狀態> 如果自己的手牌為3張或更少，則從牌庫抽最多1張牌。,,,,,
