ST10-001,,,[P][P][P],閃亮的夢粉末,3,,將這個餅乾移回手牌。
ST10-002,皎潔月光,【登場時】 從自己的棄牌區將最多1個[P]且為LV.2或以下的餅乾放置到戰鬥區。,[P][P][P],月光之箭,3,然後，<從自己的戰鬥區將1個[P]且為LV.2或以下的餅乾放置到棄牌區> 從牌庫抽最多2張牌，並棄1張牌。,
ST10-003,,,[P][P][P],蘑菇精靈仙女棒,3,,從牌庫抽最多1張牌。
ST10-004,集中魔力,【阻擋】 <[P]> (當對手的餅乾攻擊時，你可以改為由這個餅乾承受該攻擊。),[P][W],連環閃電,1,,
ST10-005,蒐集星光,【登場時】 <棄1張手牌> 如果自己的戰鬥區有[月光魔法師餅乾]，則選擇最多1個對手的餅乾。對它造成1點傷害。,[P],美夢禮物,1,,
ST10-006,魔法書的隱藏力量,【在自己的回合中】 當這個餅乾從戰鬥區被放置到棄牌區時，選擇最多1個對手的餅乾。對它造成1點傷害。,[P][P],古代魔法,2,,
ST10-007,,,[P][P],整理記憶碎片,2,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
ST10-008,星雲彈幕,【登場時】 如果自己的棄牌區有15張或更多的牌，則對對手的所有餅乾分別造成1點傷害。,[P][P][P],藍色流星,3,然後，<從自己的戰鬥區將1個[P]且為LV.1的餅乾放置到棄牌區> 造成1點傷害。,
ST10-009,神秘的甜甜圈,當這個餅乾從戰鬥區被放置到棄牌區時，從牌庫抽最多1張牌。,[P][P],甜甜圈光束,1,,
ST10-010,,,[W],閃耀的預言,1,,
ST10-011,,,[W][W][W],奇幻晚會,3,,
ST10-012,,,[P][P][P][P],金牛衝刺,4,,<棄1張手牌> 以這張牌為HP卡的餅乾獲得HP+1點。
ST10-013,,<[P]> <從自己的戰鬥區將1個[P]且為LV.1的餅乾放置到棄牌區> 從對手的戰鬥區將最多1個LV.2或以下的餅乾放置到棄牌區。,,,,,
ST10-014,,<[P]> <從自己的戰鬥區將1個[P]且為LV.1的餅乾放置到棄牌區> 選擇最多1個對手的餅乾。對它造成1點傷害。,,,,,
ST10-015,,<[P][P]> 如果自己的戰鬥區或棄牌區有[月光魔法師餅乾]，則將對手所有餅乾最上方的最多1張HP卡分別放置到棄牌區。,,,,,
ST10-016,,<[P]> 如果自己的棄牌區有15張或更多的牌，則選擇最多1個對手的餅乾。對它造成1點傷害。,,,,,
ST10-017,,<[P][P]> 選擇最多1個對手的餅乾。在這個回合中，它的攻擊傷害-2點。 然後，從自己的牌庫頂將3張牌放置到棄牌區。,,,,,
ST10-018,,<[P][P][P]> 選擇最多1個對手的餅乾。在這個回合中，它的攻擊傷害-2點。 然後，從自己的棄牌區將最多1個[P]且為LV.3的餅乾移回手牌。,,,,,
ST10-019,,<[P]> 選擇最多1個對手的餅乾。在這個回合中，它的攻擊傷害-1點。 然後，如果自己的棄牌區有20張或更多的牌，則它的攻擊傷害再-1點。,,,,,
ST10-020,,<[P]> 將這張牌放置到場景區。\n【啟動】 <將這張牌改為疲勞狀態> 從自己的戰鬥區將最多1個[P]且為LV.1的餅乾放置到棄牌區。,,,,,
