BS2-001,Red,Cookie,D,C,A,2,2,_,_,2,2,,,,
BS2-002,Red,Cookie,_,U,A,1,3,O,_,2,1,,,,
BS2-003,Red,Cookie,_,R,A,2,4,O,_,3,3,5,5,3,3
BS2-004,Red,Cookie,_,C,A,2,3,T,_,1,1,2,4,,
BS2-005,Red,Cookie,_,C,A,3,1,_,_,1,2,,,,
BS2-006,Red,Item,_,U,A,_,_,_,_,,,,,,
BS2-007,Red,Trap,_,U,A,_,_,_,_,,,,,,
BS2-008,Yellow,Cookie,_,C,A,1,2,_,_,2,2,,,,
BS2-009,Yellow,Cookie,D,C,A,2,2,_,_,2,2,,,,
BS2-010,Yellow,Cookie,_,C,A,2,3,T,_,1,1,2,4,,
BS2-011,Yellow,Cookie,_,R,A,3,3,A,_,3,2,,,,
BS2-012,Yellow,Cookie,_,U,A,1,3,O,_,2,1,,,,
BS2-013,Yellow,Item,_,U,A,_,_,_,_,,,,,,
BS2-014,Yellow,Trap,_,U,A,_,_,_,_,,,,,,
BS2-015,Green,Cookie,_,R,A,2,2,A,_,2,2,6,4,2,2
BS2-016,Green,Cookie,_,C,A,3,1,_,_,1,2,,,,
BS2-017,Green,Cookie,_,C,A,2,3,T,_,1,1,2,4,,
BS2-018,Green,Cookie,_,U,A,1,3,O,_,2,1,,,,
BS2-019,Green,Cookie,H,C,A,2,2,_,_,2,2,,,,
BS2-020,Green,Item,_,U,A,_,_,_,_,,,,,,
BS2-021,Green,Trap,_,U,A,_,_,_,_,,,,,,
BS2-022,Blue,Cookie,_,R,A,3,4,O,_,3,3,,,,
BS2-023,Blue,Cookie,_,C,A,3,4,_,_,2,2,,,,
BS2-024,Blue,Cookie,_,C,A,3,1,_,_,1,2,,,,
BS2-025,Blue,Cookie,_,C,A,1,3,P,_,2,1,,,,
BS2-026,Blue,Cookie,_,R,A,1,3,B,_,2,1,,,,
BS2-027,Blue,Cookie,_,R,A,2,4,O,_,3,2,,,,
BS2-028,Blue,Cookie,_,SR,A,2,4,A,_,3,3,,,,
BS2-029,Blue,Cookie,_,UR,A,3,5,A,_,4,4,,,,
