BS7-001,Red,Cookie,_,C,B,1,2,A,Arena,2,1,2,2,,
BS7-002,Red,Cookie,H,C,B,2,2,_,Arena,2,2,,,,
BS7-003,Red,Cookie,_,U,B,1,2,O,Arena,1,1,,,,
BS7-004,Red,Cookie,_,R,B,2,4,A,Arena,3,3,4,4,,
BS7-005,Red,Cookie,_,C,B,2,4,_,Arena,3,3,,,,
BS7-006,Red,Cookie,_,U,B,1,2,O,Arena,2,2,,,,
BS7-007,Red,Cookie,_,C,B,1,3,O,Arena,2,1,2,2,2,1
BS7-008,Red,Cookie,_,C,B,2,3,O,Arena,3,3,,,,
BS7-009,Red,Cookie,_,C,B,1,2,_,Arena,2,2,,,,
BS7-010,Red,Cookie,_,C,B,2,3,P,Arena,2,2,2,3,2,2
BS7-011,Red,Cookie,D,C,B,3,3,_,Arena,3,3,,,,
BS7-012,Red,Cookie,_,C,B,2,5,A,Arena,3,2,3,3,,
BS7-013,Red,Cookie,_,SR,B,1,2,P,Arena,1,1,1,2,,
BS7-014,Red,Cookie,_,UR,B,3,5,PA,Arena,3,3,3,5,,
BS7-015,Red,Cookie,_,SR,B,2,4,T,Arena,3,1,3,3,,
BS7-016,Red,Cookie,_,C,B,2,5,O,Arena,3,2,,,,
BS7-017,Red,Cookie,_,U,B,2,4,O,Arena,2,1,,,,
BS7-018,Red,Cookie,_,UR,B,3,5,T,Arena,4,4,4,5,,
BS7-019,Red,Cookie,_,R,B,1,2,T,Arena,1,1,2,2,,
BS7-020,Red,Item,_,U,B,_,_,_,Arena,,,,,,
BS7-021,Red,Trap,_,U,B,_,_,_,Arena,,,,,,
BS7-022,Red,Stage,_,U,B,_,_,_,Arena,,,,,,
BS7-023,Yellow,Cookie,_,C,B,2,3,_,Arena,2,2,,,,
BS7-024,Yellow,Cookie,_,C,B,2,2,T,Arena,2,2,2,3,,
BS7-025,Yellow,Cookie,H,C,B,1,1,_,Arena,1,1,,,,
BS7-026,Yellow,Cookie,_,C,B,1,2,T,Arena,1,1,,,,
BS7-027,Yellow,Cookie,_,U,B,1,3,A,Arena,2,1,3,3,,
BS7-028,Yellow,Cookie,_,U,B,2,4,A,Arena,3,3,,,,
BS7-029,Yellow,Cookie,_,SR,B,2,4,A,Arena,3,2,4,4,,
BS7-030,Yellow,Cookie,D,C,B,1,1,_,Arena,1,1,,,,
BS7-031,Yellow,Cookie,_,C,B,1,3,O,Arena,2,1,,,,
BS7-032,Yellow,Cookie,_,C,B,2,4,A,Arena,3,2,6,4,,
BS7-033,Yellow,Cookie,_,U,B,3,5,O,Arena,3,2,3,4,3,2
BS7-034,Yellow,Cookie,_,C,B,1,2,_,Arena,2,2,,,,
BS7-035,Yellow,Cookie,_,UR,B,1,2,OA,Arena,2,2,2,2,,
BS7-036,Yellow,Cookie,_,C,B,2,4,O,Arena,3,3,,,,
BS7-037,Yellow,Cookie,_,R,B,1,3,A,Arena,2,1,2,2,,
BS7-038,Yellow,Cookie,_,R,B,1,2,T,Arena,2,2,,,,
BS7-039,Yellow,Cookie,_,SR,B,3,5,AT,Arena,3,3,3,5,,
BS7-040,Yellow,Cookie,_,C,B,1,2,P,Arena,1,1,,,,
BS7-041,Yellow,Item,_,U,B,_,_,_,Arena,,,,,,
BS7-042,Yellow,Trap,_,U,B,_,_,_,Arena,,,,,,
BS7-043,Yellow,Stage,_,U,B,_,_,_,Arena,,,,,,
BS7-044,Green,Cookie,_,R,B,2,3,PY,Arena,3,3,,,,
BS7-045,Green,Cookie,_,C,B,1,2,O,Arena,1,1,,,,
BS7-046,Green,Cookie,_,SR,B,2,4,PT,Arena,3,3,,,,
BS7-047,Green,Cookie,_,C,B,2,4,_,Arena,3,3,,,,
BS7-048,Green,Cookie,_,SR,B,1,2,P,Arena,2,2,,,,
BS7-049,Green,Cookie,_,U,B,2,5,A,Arena,3,2,,,,
BS7-050,Green,Cookie,_,C,B,1,2,P,Arena,1,1,1,2,1,1
BS7-051,Green,Cookie,_,C,B,1,3,A,Arena,2,1,,,,
BS7-052,Green,Cookie,_,C,B,3,6,_,Arena,4,4,,,,
BS7-053,Green,Cookie,_,C,B,3,4,A,Arena,2,2,,,,
BS7-054,Green,Cookie,_,C,B,2,3,O,Arena,2,2,,,,
BS7-055,Green,Cookie,_,C,B,3,5,A,Arena,3,3,,,,
BS7-056,Green,Cookie,H,C,B,2,2,_,Arena,2,2,,,,
BS7-057,Green,Cookie,_,UR,B,1,3,A,Arena,2,1,,,,
BS7-058,Green,Cookie,_,R,B,2,4,P,Arena,3,2,3,4,,
BS7-059,Green,Cookie,_,UR,B,3,6,PT,Arena,3,3,3,5,3,3
BS7-060,Green,Cookie,_,U,B,1,2,P,Arena,2,2,,,,
BS7-061,Green,Cookie,_,U,B,2,4,O,Arena,3,3,,,,
BS7-062,Green,Cookie,D,C,B,1,1,_,Arena,1,1,,,,
BS7-063,Green,Item,_,U,B,_,_,_,Arena,,,,,,
BS7-064,Green,Trap,_,U,B,_,_,_,Arena,,,,,,
BS7-065,Green,Stage,_,U,B,_,_,_,Arena,,,,,,
BS7-066,Blue,Cookie,_,C,B,1,2,T,Arena,1,1,1,2,,
BS7-067,Blue,Cookie,_,SR,B,3,6,AT,Arena,2,1,5,6,,
BS7-068,Blue,Cookie,_,C,B,3,5,P,Arena,3,3,,,,
BS7-069,Blue,Cookie,_,U,B,1,2,A,Arena,1,1,1,2,,
