ST3-001,Green,Cookie,_,C,A,2,2,A,_,2,1,,,,
ST3-002,Green,Cookie,_,SR,A,3,6,A,_,4,3,4,4,,
ST3-003,Green,Cookie,_,C,A,2,4,_,_,2,1,,,,
ST3-004,Green,Cookie,_,U,A,3,3,O,_,3,3,7,5,3,3
ST3-005,Green,Cookie,_,C,A,2,2,A,_,2,2,2,3,,
ST3-006,Green,Cookie,_,U,A,2,3,_,_,1,1,,,,
ST3-007,Green,Cookie,H,U,A,3,3,_,_,3,3,,,,
ST3-008,Green,Cookie,D,C,A,1,1,_,_,1,1,,,,
ST3-009,Green,Cookie,_,C,A,2,2,A,_,3,3,4,4,,
ST3-010,Green,Cookie,_,SR,A,2,3,O,_,1,1,,,,
ST3-011,Green,Cookie,H,C,A,2,2,_,_,2,2,,,,
ST3-012,Green,Cookie,_,C,A,1,2,_,_,1,1,,,,
ST3-013,Green,Cookie,_,C,A,1,3,_,_,2,1,,,,
ST3-014,Green,Cookie,H,C,A,1,1,_,_,1,1,,,,
ST3-015,Green,Cookie,_,U,A,3,4,A,_,3,3,3,4,,
ST3-016,Green,Item,_,U,A,_,_,_,_,,,,,,
ST3-017,Green,Item,_,U,A,_,_,_,_,,,,,,
ST3-018,Green,Item,_,U,A,_,_,_,_,,,,,,
ST3-019,Green,Trap,_,U,A,_,_,_,_,,,,,,
ST3-020,Green,Trap,_,U,A,_,_,_,_,,,,,,
ST3-021,Green,Trap,_,U,A,_,_,_,_,,,,,,
ST3-022,Green,Stage,_,U,A,_,_,_,_,,,,,,
