BS9-001,Red,Cookie,S,C,C,2,3,_,_,2,2,,,,
BS9-002,Red,Cookie,_,U,C,3,5,A,_,3,3,3,4,,
BS9-003,Red,Cookie,_,U,C,1,2,O,_,2,1,2,2,2,1
BS9-004,Red,Cookie,_,C,C,2,5,_,_,4,3,,,,
BS9-005,Red,Cookie,H,C,C,3,3,_,_,3,3,,,,
BS9-006,Red,Cookie,_,R,C,1,2,O,_,2,2,,,,
BS9-007,Red,Cookie,D,C,C,2,2,_,_,2,2,,,,
BS9-008,Red,Cookie,_,C,C,1,2,_,_,1,1,,,,
BS9-009,Red,Cookie,_,C,C,1,3,O,_,2,1,,,,
BS9-010,Red,Cookie,EX,UR,C,2,4,OT,Beast,2,2,3,3,,
BS9-011,Red,Cookie,_,C,C,2,3,O,_,2,2,2,3,,
BS9-012,Red,Cookie,_,U,C,1,3,P,_,2,2,,,,
BS9-013,Red,Cookie,_,C,C,3,4,_,_,3,4,,,,
BS9-014,Red,Cookie,_,SR,C,1,2,O,_,2,2,2,3,2,2
BS9-015,Red,Cookie,_,R,C,1,2,P,_,2,2,,,,
BS9-016,Red,Cookie,_,C,C,1,3,O,_,2,1,2,2,2,1
BS9-017,Red,Cookie,_,SR,C,2,5,AT,Ancient,3,2,3,4,,
BS9-018,Red,Cookie,_,C,C,2,2,PY,_,2,2,,,,
BS9-019,Red,Item,_,U,C,_,_,_,_,,,,,,
BS9-020,Red,Item,_,U,C,_,_,_,_,,,,,,
BS9-021,Red,Trap,_,U,C,_,_,_,_,,,,,,
BS9-022,Red,Trap,_,U,C,_,_,_,_,,,,,,
BS9-023,Red,Stage,_,U,C,_,_,_,_,,,,,,
BS9-024,Yellow,Cookie,_,SR,C,3,5,AT,Ancient,3,3,3,4,,
BS9-025,Yellow,Cookie,H,U,C,1,1,_,_,2,1,,,,
BS9-026,Yellow,Cookie,D,C,C,2,2,_,_,2,2,,,,
BS9-027,Yellow,Cookie,_,R,C,2,5,A,_,3,2,,,,
BS9-028,Yellow,Cookie,_,C,C,1,2,_,_,2,2,,,,
BS9-029,Yellow,Cookie,S,C,C,2,3,_,_,2,2,,,,
BS9-030,Yellow,Cookie,EX,UR,C,3,6,OT,Beast,3,3,,,,
BS9-031,Yellow,Cookie,H,R,C,1,2,_,_,1,1,,,,
BS9-032,Yellow,Cookie,_,U,C,1,1,_,_,2,1,,,,
BS9-033,Yellow,Cookie,_,C,C,1,3,A,_,2,1,,,,
BS9-034,Yellow,Cookie,_,C,C,1,2,O,_,1,1,,,,
BS9-035,Yellow,Cookie,_,UR,C,3,5,AT,_,3,3,3,4,,
BS9-036,Yellow,Cookie,_,C,C,2,3,P,_,3,4,,,,
BS9-037,Yellow,Cookie,_,SR,C,1,2,P,_,2,2,,,,
BS9-038,Yellow,Cookie,_,C,C,2,4,O,_,3,3,,,,
BS9-039,Yellow,Cookie,_,C,C,2,4,_,_,3,3,,,,
BS9-040,Yellow,Cookie,_,C,C,1,3,A,_,2,1,,,,
BS9-041,Yellow,Cookie,S,U,C,2,2,_,_,3,2,,,,
BS9-042,Yellow,Cookie,H,C,C,3,3,_,_,3,3,,,,
BS9-043,Yellow,Item,_,U,C,_,_,_,_,,,,,,
BS9-044,Yellow,Item,_,U,C,_,_,_,_,,,,,,
BS9-045,Yellow,Trap,_,U,C,_,_,_,_,,,,,,
BS9-046,Yellow,Trap,_,U,C,_,_,_,_,,,,,,
BS9-047,Yellow,Stage,_,U,C,_,_,_,_,,,,,,
BS9-048,Green,Cookie,H,C,C,3,3,_,_,3,3,,,,
BS9-049,Green,Cookie,_,C,C,1,2,P,_,2,2,,,,
BS9-050,Green,Cookie,_,SR,C,2,4,AT,_,3,3,3,5,,
BS9-051,Green,Cookie,D,C,C,1,1,_,_,1,1,,,,
BS9-052,Green,Cookie,_,C,C,2,3,P,_,2,2,2,3,,
BS9-053,Green,Cookie,S,C,C,2,3,_,_,2,2,,,,
BS9-054,Green,Cookie,_,U,C,1,3,A,_,2,1,2,2,,
BS9-055,Green,Cookie,EX,UR,C,3,5,AT,Beast,2,2,2,3,,
BS9-056,Green,Cookie,_,C,C,1,3,_,_,2,1,,,,
BS9-057,Green,Cookie,_,C,C,2,4,_,_,2,1,,,,
BS9-058,Green,Cookie,_,C,C,3,5,_,_,4,4,,,,
BS9-059,Green,Cookie,_,U,C,1,2,T,_,2,2,,,,
BS9-060,Green,Cookie,_,R,C,2,5,AT,_,4,3,4,4,,
BS9-061,Green,Cookie,_,U,C,1,3,A,_,2,1,,,,
BS9-062,Green,Cookie,_,C,C,1,3,T,_,2,3,,,,
BS9-063,Green,Cookie,_,R,C,1,3,A,_,2,1,,,,
BS9-064,Green,Cookie,_,C,C,3,4,P,_,3,2,,,,
BS9-065,Green,Cookie,_,SR,C,2,4,AT,Ancient,3,3,,,,
BS9-066,Green,Item,_,U,C,_,_,_,_,,,,,,
BS9-067,Green,Item,_,U,C,_,_,_,_,,,,,,
BS9-068,Green,Trap,_,U,C,_,_,_,_,,,,,,
BS9-069,Green,Trap,_,U,C,_,_,_,_,,,,,,
BS9-070,Green,Stage,_,U,C,_,_,_,_,,,,,,
BS9-071,Blue,Cookie,D,C,C,1,1,_,_,1,1,,,,
BS9-072,Blue,Cookie,_,C,C,1,2,_,_,2,2,,,,
BS9-073,Blue,Cookie,_,C,C,2,4,_,_,3,3,,,,
BS9-074,Blue,Cookie,_,C,C,3,5,_,_,4,4,,,,
BS9-075,Blue,Cookie,_,C,C,3,5,T,_,3,3,,,,
BS9-076,Blue,Cookie,_,C,C,1,2,T,_,2,2,,,,
