BS8-001,Red,Cookie,D,C,B,2,2,_,_,2,2,,,,
BS8-002,Red,Cookie,_,U,B,1,2,A,_,1,1,2,2,,
BS8-003,Red,Cookie,_,U,B,1,2,A,_,2,2,,,,
BS8-004,Red,Cookie,_,R,B,1,2,A,_,2,2,1,2,,
BS8-005,Red,Cookie,EX,UR,B,3,5,OT,_,3,3,3,7,3,5
BS8-006,Red,Cookie,_,SR,B,2,5,T,_,2,1,2,2,,
BS8-007,Red,Cookie,_,C,B,3,5,_,_,4,4,,,,
BS8-008,Red,Cookie,_,U,B,1,3,B,_,3,2,,,,
BS8-009,Red,Cookie,_,UR,B,3,5,A,Beast,3,3,5,8,,
BS8-010,Red,Cookie,_,SR,B,2,4,AT,_,3,3,3,4,,
BS8-011,Red,Cookie,_,C,B,2,3,A,_,3,2,4,3,,
BS8-012,Red,Cookie,_,C,B,1,1,PY,_,2,1,,,,
BS8-013,Red,Cookie,_,C,B,1,1,PY,_,2,1,,,,
BS8-014,Red,Cookie,_,C,B,2,4,_,_,3,3,,,,
BS8-015,Red,Cookie,H,C,B,3,3,_,_,3,3,,,,
BS8-016,Red,Cookie,_,C,B,1,1,PY,_,2,1,,,,
BS8-017,Red,Cookie,_,R,B,2,5,A,_,3,2,4,3,,
BS8-018,Red,Cookie,_,C,B,1,1,PY,_,2,1,3,2,2,1
BS8-019,Red,Cookie,_,C,B,1,1,PY,_,2,1,,,,
BS8-020,Red,Cookie,_,C,B,1,2,a,_,2,2,,,,
BS8-021,Red,Item,_,SR,B,_,_,_,_,,,,,,
BS8-022,Red,Item,_,U,B,_,_,_,_,,,,,,
BS8-023,Red,Trap,_,U,B,_,_,_,_,,,,,,
BS8-024,Red,Stage,_,U,B,_,_,_,_,,,,,,
BS8-025,Red,Stage,_,U,B,_,_,_,_,,,,,,
BS8-026,Yellow,Cookie,_,R,B,3,5,T,Ancient,3,3,,,,
BS8-027,Yellow,Cookie,EX,UR,B,3,+2,PT,Ancient,3,3,3,5,,
BS8-028,Yellow,Cookie,_,C,B,2,4,A,_,3,3,3,4,,
BS8-029,Yellow,Cookie,_,C,B,1,2,A,_,2,2,,,,
BS8-030,Yellow,Cookie,_,C,B,3,5,_,_,4,4,,,,
BS8-031,Yellow,Cookie,_,R,B,1,2,O,_,2,2,,,,
BS8-032,Yellow,Cookie,_,SR,B,1,2,A,_,2,2,,,,
BS8-033,Yellow,Cookie,_,C,B,2,4,_,_,3,3,,,,
BS8-034,Yellow,Cookie,_,SR,B,2,5,A,_,3,2,,,,
BS8-035,Yellow,Cookie,_,U,B,2,4,O,_,3,3,,,,
BS8-036,Yellow,Cookie,H,C,B,1,1,_,_,1,1,,,,
BS8-037,Yellow,Cookie,_,U,B,1,2,O,_,2,2,,,,
BS8-038,Yellow,Cookie,_,C,B,1,2,O,_,1,1,,,,
BS8-039,Yellow,Cookie,_,C,B,3,4,A,_,3,3,,,,
BS8-040,Yellow,Cookie,_,U,B,1,2,T,_,1,1,,,,
BS8-041,Yellow,Cookie,D,C,B,2,2,_,_,2,2,,,,
BS8-042,Yellow,Cookie,_,C,B,1,2,P,_,2,2,,,,
BS8-043,Yellow,Cookie,_,C,B,1,2,A,_,1,1,,,,
BS8-044,Yellow,Cookie,_,U,B,1,3,B,_,3,2,,,,
BS8-045,Yellow,Cookie,_,C,B,2,4,T,_,2,3,,,,
BS8-046,Yellow,Item,_,U,B,_,_,_,_,,,,,,
BS8-047,Yellow,Item,_,U,B,_,_,_,_,,,,,,
BS8-048,Yellow,Trap,_,U,B,_,_,_,_,,,,,,
BS8-049,Yellow,Stage,_,U,B,_,_,_,_,,,,,,
BS8-050,Yellow,Stage,_,U,B,_,_,_,_,,,,,,
BS8-051,Green,Cookie,_,C,B,1,2,P,_,2,1,,,,
BS8-052,Green,Cookie,_,SR,B,1,2,a,_,1,1,,,,
BS8-053,Green,Cookie,_,C,B,2,3,O,_,2,2,,,,
BS8-054,Green,Cookie,_,C,B,1,1,T,_,1,1,1,2,,
BS8-055,Green,Cookie,H,C,B,3,3,_,_,3,3,,,,
BS8-056,Green,Cookie,_,U,B,1,3,B,_,3,2,,,,
