BS11-001,Red,Cookie,_,C,C,1,2,_,_,1,1,,,,
BS11-002,Red,Cookie,_,C,C,2,5,A,_,3,2,4,3,,
BS11-003,Red,Cookie,D,C,C,2,3,_,_,3,3,,,,
BS11-004,Red,Cookie,_,C,C,2,2,_,_,3,4,,,,
BS11-005,Red,Cookie,H,C,C,1,1,_,_,2,2,,,,
BS11-006,Red,Cookie,_,C,C,1,1,O,_,2,2,2,4,,
BS11-007,Red,Cookie,_,C,C,3,5,A,_,3,3,5,5,,
BS11-008,Red,Cookie,_,U,C,1,1,A,_,2,1,3,2,,
BS11-009,Red,Item,_,U,C,_,_,_,_,,,,,,
BS11-010,Red,Trap,_,U,C,_,_,_,_,,,,,,
BS11-011,Red,Stage,_,U,C,_,_,_,_,,,,,,
BS11-012,Red,Item,_,U,C,_,_,_,_,,,,,,
BS11-013,Red,Trap,_,U,C,_,_,_,_,,,,,,
BS11-014,Red,Cookie,_,R,C,1,3,T,_,2,2,,,,
BS11-015,Red,Cookie,_,R,C,3,5,T,_,4,4,,,,
BS11-016,Red,Cookie,_,SR,C,2,4,A,_,3,3,3,5,,
BS11-017,Red,Cookie,_,SR,C,2,5,PT,Ancient,3,2,2,4,,
BS11-018,Red,Cookie,_,UR,C,2,4,AT,Beast,3,3,3,4,,
BS11-019,Yellow,Cookie,H,C,C,1,1,_,_,2,2,,,,
BS11-020,Yellow,Cookie,D,C,C,2,3,_,_,3,3,,,,
BS11-021,Yellow,Cookie,_,C,C,1,1,A,_,2,2,,,,
BS11-022,Yellow,Cookie,_,C,C,2,2,_,_,3,4,,,,
BS11-023,Yellow,Cookie,_,C,C,1,2,_,_,1,1,,,,
BS11-024,Yellow,Cookie,_,C,C,1,3,P,_,3,2,,,,
BS11-025,Yellow,Cookie,_,U,C,2,2,T,_,2,3,,,,
BS11-026,Yellow,Cookie,_,U,C,2,3,A,_,2,2,3,3,,
BS11-027,Yellow,Trap,_,U,C,_,_,_,_,,,,,,
BS11-028,Yellow,Stage,_,U,C,_,_,_,_,,,,,,
BS11-029,Yellow,Trap,_,U,C,_,_,_,_,,,,,,
BS11-030,Yellow,Item,_,U,C,_,_,_,_,,,,,,
BS11-031,Yellow,Item,_,U,C,_,_,_,_,,,,,,
BS11-032,Yellow,Cookie,_,R,C,1,2,PT,_,1,1,,,,
BS11-033,Yellow,Cookie,_,R,C,1,2,T,_,1,1,,,,
BS11-034,Yellow,Cookie,_,SR,C,3,5,PT,Ancient,3,3,4,7,,
BS11-035,Yellow,Cookie,_,SR,C,3,6,OT,_,3,3,4,5,,
BS11-036,Yellow,Cookie,_,UR,C,2,4,AT,Beast,3,3,,,,
BS11-037,Green,Cookie,_,C,C,2,2,_,_,3,4,,,,
BS11-038,Green,Cookie,_,C,C,1,1,A,_,2,2,,,,
BS11-039,Green,Cookie,H,C,C,1,1,_,_,2,2,,,,
BS11-040,Green,Cookie,D,C,C,2,3,_,_,3,3,,,,
BS11-041,Green,Cookie,_,C,C,3,4,A,_,3,3,,,,
BS11-042,Green,Cookie,_,C,C,2,4,O,_,3,2,,,,
BS11-043,Green,Cookie,_,U,C,1,2,_,_,1,1,,,,
BS11-044,Green,Cookie,_,U,C,1,3,P,_,3,2,3,3,,
