ST2-001,Yellow,Cookie,_,SR,A,3,6,O,_,4,3,,,,
ST2-002,Yellow,Cookie,_,C,A,1,3,_,_,2,1,,,,
ST2-003,Yellow,Cookie,_,C,A,3,3,T,_,3,3,,,,
ST2-004,Yellow,Cookie,_,U,A,2,2,O,_,1,1,,,,
ST2-005,Yellow,Cookie,H,C,A,1,1,_,_,1,1,,,,
ST2-006,Yellow,Cookie,_,C,A,2,4,_,_,2,1,,,,
ST2-007,Yellow,Cookie,D,C,A,1,1,_,_,1,1,,,,
ST2-008,Yellow,Cookie,_,SR,A,3,5,O,_,4,4,,,,
ST2-009,Yellow,Cookie,_,C,A,1,2,_,_,1,1,,,,
ST2-010,Yellow,Cookie,_,U,A,3,4,O,_,4,4,,,,
ST2-011,Yellow,Cookie,_,C,A,2,3,P,_,3,2,3,3,3,2
ST2-012,Yellow,Cookie,H,C,A,2,2,_,_,2,2,,,,
ST2-013,Yellow,Cookie,_,U,A,2,3,_,_,1,1,,,,
ST2-014,Yellow,Cookie,H,U,A,3,3,_,_,3,3,,,,
ST2-015,Yellow,Cookie,_,C,A,2,3,T,_,4,3,,,,
ST2-016,Yellow,Item,_,U,A,_,_,_,_,,,,,,
ST2-017,Yellow,Item,_,U,A,_,_,_,_,,,,,,
ST2-018,Yellow,Item,_,U,A,_,_,_,_,,,,,,
ST2-019,Yellow,Item,_,U,A,_,_,_,_,,,,,,
ST2-020,Yellow,Trap,_,U,A,_,_,_,_,,,,,,
ST2-021,Yellow,Trap,_,U,A,_,_,_,_,,,,,,
ST2-022,Yellow,Stage,_,U,A,_,_,_,_,,,,,,
