BS10-001,Red,Cookie,_,C,C,1,1,A,_,2,2,2,3,,
BS10-002,Red,Cookie,_,C,C,1,3,_,_,2,1,,,,
BS10-003,Red,Cookie,D,C,C,1,1,_,_,2,2,,,,
BS10-004,Red,Cookie,_,C,C,1,3,A,_,2,1,2,2,,
BS10-005,Red,Cookie,_,C,C,2,5,_,_,3,2,,,,
BS10-006,Red,Cookie,_,C,C,2,3,T,_,2,2,2,3,,
BS10-007,Red,Cookie,_,C,C,2,4,A,_,3,3,,,,
BS10-008,Red,Cookie,H,C,C,2,3,_,_,3,3,,,,
BS10-009,Red,Cookie,_,C,C,2,3,A,_,2,2,,,,
BS10-010,Red,Cookie,_,C,C,3,3,_,_,2,3,,,,
BS10-011,Red,Cookie,_,U,C,3,5,A,_,3,3,3,4,,
BS10-012,Red,Cookie,_,U,C,1,3,P,_,2,1,,,,
BS10-013,Red,Trap,_,U,C,_,_,_,_,,,,,,
BS10-014,Red,Trap,_,U,C,_,_,_,_,,,,,,
BS10-015,Red,Trap,_,U,C,_,_,_,_,,,,,,
BS10-016,Red,Item,_,U,C,_,_,_,_,,,,,,
BS10-017,Red,Item,_,U,C,_,_,_,_,,,,,,
BS10-018,Red,Item,_,U,C,_,_,_,_,,,,,,
BS10-019,Red,Stage,_,U,C,_,_,_,_,,,,,,
BS10-020,Red,Cookie,_,R,C,1,2,T,_,2,2,,,,
BS10-021,Red,Cookie,_,R,C,2,5,P,Ancient,3,3,,,,
BS10-022,Red,Cookie,_,SR,C,1,2,T,_,1,1,,,,
BS10-023,Red,Cookie,_,SR,C,2,3,AT,_,3,4,,,,
BS10-024,Red,Cookie,EX,UR,C,3,+1,OT,Ancient,2,2,4,4,,
BS10-025,Yellow,Cookie,_,C,C,2,3,O,_,2,2,,,,
BS10-026,Yellow,Cookie,H,C,C,2,3,_,_,3,3,,,,
BS10-027,Yellow,Cookie,_,C,C,1,3,A,_,2,1,,,,
BS10-028,Yellow,Cookie,_,C,C,1,2,A,_,1,1,,,,
BS10-029,Yellow,Cookie,_,C,C,2,5,_,_,3,2,,,,
BS10-030,Yellow,Cookie,_,C,C,3,5,A,_,3,3,3,4,,
BS10-031,Yellow,Cookie,_,C,C,3,3,_,_,2,3,,,,
BS10-032,Yellow,Cookie,_,C,C,1,3,_,_,2,1,,,,
BS10-033,Yellow,Cookie,D,C,C,1,1,_,_,2,2,,,,
BS10-034,Yellow,Cookie,_,C,C,1,3,T,_,2,1,,,,
BS10-035,Yellow,Cookie,_,U,C,2,4,O,_,3,3,,,,
BS10-036,Yellow,Cookie,_,U,C,2,3,T,_,2,2,,,,
BS10-037,Yellow,Item,_,U,C,_,_,_,_,,,,,,
BS10-038,Yellow,Trap,_,U,C,_,_,_,_,,,,,,
BS10-039,Yellow,Trap,_,U,C,_,_,_,_,,,,,,
BS10-040,Yellow,Stage,_,U,C,_,_,_,_,,,,,,
BS10-041,Yellow,Item,_,U,C,_,_,_,_,,,,,,
BS10-042,Yellow,Trap,_,U,C,_,_,_,_,,,,,,
BS10-043,Yellow,Cookie,_,R,C,2,5,A,_,2,1,2,3,,
BS10-044,Yellow,Cookie,_,R,C,1,3,A,_,2,1,,,,
BS10-045,Yellow,Item,_,SR,C,_,_,_,_,,,,,,
BS10-046,Yellow,Cookie,_,SR,C,2,4,AT,_,3,3,,,,
BS10-047,Yellow,Cookie,_,SR,C,1,2,T,_,2,2,,,,
BS10-048,Yellow,Cookie,EX,UR,C,3,6,AT,_,3,3,4,5,,
BS10-049,Yellow,Cookie,_,UR,C,3,5,PT,Beast,3,3,,,,
BS10-050,Green,Cookie,_,C,C,2,5,A,_,3,2,,,,
BS10-051,Green,Cookie,_,C,C,2,5,_,_,3,2,,,,
BS10-052,Green,Cookie,_,C,C,3,5,T,_,3,2,,,,
BS10-053,Green,Cookie,H,C,C,2,3,_,_,3,3,,,,
BS10-054,Green,Cookie,_,C,C,1,2,P,_,1,1,,,,
BS10-055,Green,Cookie,_,C,C,1,3,_,_,2,1,,,,
BS10-056,Green,Cookie,D,C,C,1,1,_,_,2,2,,,,
BS10-057,Green,Cookie,_,C,C,3,3,_,_,2,3,,,,
BS10-058,Green,Cookie,_,C,C,1,2,O,_,2,2,,,,
BS10-059,Green,Cookie,_,C,C,1,3,a,_,2,1,,,,
BS10-060,Green,Cookie,_,U,C,1,2,A,_,2,2,3,3,,
BS10-061,Green,Cookie,_,U,C,2,3,A,_,2,2,,,,
BS10-062,Green,Trap,_,U,C,_,_,_,_,,,,,,
BS10-063,Green,Trap,_,U,C,_,_,_,_,,,,,,
BS10-064,Green,Trap,_,U,C,_,_,_,_,,,,,,
